pid,question,preChatQuestion,preChatResponse,preChatDomain,postChatQuestion,postChatResponse,postChatDomain,predictShared,matchType,matchedDomain,matchedIdx,matchedQuestion,matchedTolerance,experiment,groupId,partner_response,perceivedFocalResponse,observedResponse,question_type,is_matched,participant_binary_prediction,match_type,stance,srgiResponse
55a75835fdf99b26395fae40,17,Is lying acceptable?,2,morality,your partner believes lying is acceptable?,2,morality,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,2.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,18,Are people innately good?,4,morality,your partner believes people are innately good?,4,morality,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,4.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,19,Can a machine be moral?,3,morality,your partner believes a machine can be moral?,3,morality,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,2.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,20,Is it ethical to eat meat?,4,morality,your partner believes it is ethical to eat meat?,3,morality,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,4.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,21,Do you feel like the country is moving in the right direction?,2,politics,your partner believes the country is moving in the right direction?,3,politics,0,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,1.0,1,,different_domain,False,0,high,shared,6.0
55a75835fdf99b26395fae40,22,Do you think elected officials work to support the public's best interest?,5,politics,your partner believes elected officials work to support the public's best interest?,2,politics,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,3.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,23,Do you affiliate with any political party?,4,politics,your partner affiliates with any political party?,4,politics,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,3.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,24,Should events in politicians' personal lives impact their ability to hold public office?,1,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,3,politics,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,4.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,25,Are you going to vote in the next election?,4,politics,your partner will vote in the next election?,3,politics,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,5.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,26,Do you enjoy museums?,4,preferences,your partner enjoys museums?,3,preferences,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,5.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,27,Do you attend live music concerts?,2,preferences,your partner attends live music concerts?,3,preferences,0,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,2.0,1,,different_domain,False,0,high,shared,6.0
55a75835fdf99b26395fae40,28,Do you prefer TV shows over movies?,5,preferences,your partner prefers TV shows over movies?,3,preferences,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,4.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,29,Do you enjoy reading?,5,preferences,your partner enjoys reading?,5,preferences,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,5.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,30,Do you create art?,2,preferences,your partner creates art?,4,preferences,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,1.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,3,religion,0,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,1.0,1,,different_domain,False,0,high,shared,6.0
55a75835fdf99b26395fae40,32,Are you a spiritual person?,4,religion,your partner is a spiritual person?,3,religion,0,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,2.0,1,,different_domain,False,0,high,shared,6.0
55a75835fdf99b26395fae40,33,Are you affiliated with any organized religion?,2,religion,your partner is affiliated with any organized religion?,3,religion,0,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,1.0,1,,different_domain,False,0,high,shared,6.0
55a75835fdf99b26395fae40,34,Do you believe in God or a higher power?,5,religion,your partner believes in God or a higher power?,4,religion,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,4.0,1,,different_domain,False,1,high,shared,6.0
55a75835fdf99b26395fae40,35,Do you believe in an afterlife?,4,religion,your partner believes in an afterlife?,4,religion,1,high,arbitrary,4,Do you go out on weekdays?,0,chat,professional-amaranth,3.0,1,,different_domain,False,1,high,shared,6.0
561bbdf9811d22000df3138a,1,Do you exercise regularly?,4,arbitrary,your partner exercises regularly?,3,arbitrary,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,2,Do you enjoy being outdoors?,4,arbitrary,your partner enjoys being outdoors?,3,arbitrary,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,3.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,3,Do you work from home?,1,arbitrary,your partner works from home?,3,arbitrary,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,4,Do you go out on weekdays?,4,arbitrary,your partner goes out on weekdays?,3,arbitrary,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,5,Do you eat breakfast?,4,arbitrary,your partner eats breakfast?,3,arbitrary,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,6,Have you stayed in the same place for your entire life?,4,background,your partner has stayed in the same place for your entire life?,3,background,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,1.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,7,Did you or your family immigrate to a new country?,1,background,your partner or their family immigrated to a new country?,3,background,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,1.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,8,Do you enjoy spending time with your family?,5,background,your partner enjoys spending time with their family?,4,background,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,1.0,2,,different_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,9,Do you live in a city?,2,background,your partner lives in a city?,3,background,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,10,Do you live in a warm climate?,2,background,your partner lives in a warm climate?,3,background,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,1.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,11,Are you a parent or caregiver?,1,identity,your partner is a parent or caregiver?,3,identity,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,1.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,3,identity,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,13,Do you identify as heterosexual?,5,identity,your partner identifies as heterosexual?,3,identity,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,14,Do you feel like an outsider in your local community?,1,identity,your partner feels like an outsider in their local community?,2,identity,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,15,Are you married or dating someone?,1,identity,your partner is married or dating someone?,3,identity,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,16,Can stealing ever be justified?,4,morality,your partner believes stealing can be justified?,3,morality,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,same_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,17,Is lying acceptable?,2,morality,your partner believes lying is acceptable?,2,morality,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,same_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,18,Are people innately good?,4,morality,your partner believes people are innately good?,4,morality,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,same_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,19,Can a machine be moral?,3,morality,your partner believes a machine can be moral?,2,morality,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,3.0,2,,observed,True,1,high,shared,5.75
561bbdf9811d22000df3138a,20,Is it ethical to eat meat?,5,morality,your partner believes it is ethical to eat meat?,3,morality,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,same_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,21,Do you feel like the country is moving in the right direction?,3,politics,your partner believes the country is moving in the right direction?,3,politics,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,1.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,22,Do you think elected officials work to support the public's best interest?,3,politics,your partner believes elected officials work to support the public's best interest?,3,politics,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,23,Do you affiliate with any political party?,4,politics,your partner affiliates with any political party?,5,politics,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,3.0,2,,different_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,24,Should events in politicians' personal lives impact their ability to hold public office?,4,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,4,politics,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,3.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,25,Are you going to vote in the next election?,5,politics,your partner will vote in the next election?,4,politics,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,26,Do you enjoy museums?,4,preferences,your partner enjoys museums?,4,preferences,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,27,Do you attend live music concerts?,5,preferences,your partner attends live music concerts?,4,preferences,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,different_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,28,Do you prefer TV shows over movies?,4,preferences,your partner prefers TV shows over movies?,3,preferences,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,29,Do you enjoy reading?,4,preferences,your partner enjoys reading?,5,preferences,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,5.0,2,,different_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,30,Do you create art?,2,preferences,your partner creates art?,3,preferences,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,4.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,3,religion,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,32,Are you a spiritual person?,1,religion,your partner is a spiritual person?,2,religion,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,33,Are you affiliated with any organized religion?,1,religion,your partner is affiliated with any organized religion?,3,religion,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,1,high,shared,5.75
561bbdf9811d22000df3138a,34,Do you believe in God or a higher power?,1,religion,your partner believes in God or a higher power?,2,religion,0,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,2.0,2,,different_domain,False,0,high,shared,5.75
561bbdf9811d22000df3138a,35,Do you believe in an afterlife?,2,religion,your partner believes in an afterlife?,2,religion,1,high,morality,19,Can a machine be moral?,0,chat,intermediate-blue,3.0,2,,different_domain,False,1,high,shared,5.75
5678ea0289319e00116519c3,1,Do you exercise regularly?,2,arbitrary,your partner exercises regularly?,4,arbitrary,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,2,Do you enjoy being outdoors?,4,arbitrary,your partner enjoys being outdoors?,4,arbitrary,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,3,Do you work from home?,5,arbitrary,your partner works from home?,2,arbitrary,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,4,Do you go out on weekdays?,4,arbitrary,your partner goes out on weekdays?,4,arbitrary,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,4.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,5,Do you eat breakfast?,1,arbitrary,your partner eats breakfast?,4,arbitrary,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,6,Have you stayed in the same place for your entire life?,1,background,your partner has stayed in the same place for your entire life?,2,background,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,7,Did you or your family immigrate to a new country?,5,background,your partner or their family immigrated to a new country?,2,background,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,8,Do you enjoy spending time with your family?,4,background,your partner enjoys spending time with their family?,5,background,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,9,Do you live in a city?,5,background,your partner lives in a city?,5,background,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,10,Do you live in a warm climate?,2,background,your partner lives in a warm climate?,4,background,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,11,Are you a parent or caregiver?,1,identity,your partner is a parent or caregiver?,3,identity,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,4,identity,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,13,Do you identify as heterosexual?,5,identity,your partner identifies as heterosexual?,3,identity,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,14,Do you feel like an outsider in your local community?,2,identity,your partner feels like an outsider in their local community?,2,identity,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,15,Are you married or dating someone?,1,identity,your partner is married or dating someone?,4,identity,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,16,Can stealing ever be justified?,3,morality,your partner believes stealing can be justified?,2,morality,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,17,Is lying acceptable?,2,morality,your partner believes lying is acceptable?,2,morality,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,18,Are people innately good?,4,morality,your partner believes people are innately good?,4,morality,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,2.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,19,Can a machine be moral?,2,morality,your partner believes a machine can be moral?,2,morality,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,20,Is it ethical to eat meat?,4,morality,your partner believes it is ethical to eat meat?,3,morality,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,2.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,21,Do you feel like the country is moving in the right direction?,2,politics,your partner believes the country is moving in the right direction?,2,politics,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,22,Do you think elected officials work to support the public's best interest?,2,politics,your partner believes elected officials work to support the public's best interest?,2,politics,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,23,Do you affiliate with any political party?,4,politics,your partner affiliates with any political party?,4,politics,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,24,Should events in politicians' personal lives impact their ability to hold public office?,4,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,4,politics,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,25,Are you going to vote in the next election?,4,politics,your partner will vote in the next election?,4,politics,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,26,Do you enjoy museums?,5,preferences,your partner enjoys museums?,5,preferences,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,4.0,5,,same_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,27,Do you attend live music concerts?,5,preferences,your partner attends live music concerts?,5,preferences,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,observed,True,1,high,shared,5.875
5678ea0289319e00116519c3,28,Do you prefer TV shows over movies?,4,preferences,your partner prefers TV shows over movies?,4,preferences,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,same_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,29,Do you enjoy reading?,4,preferences,your partner enjoys reading?,5,preferences,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,same_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,30,Do you create art?,1,preferences,your partner creates art?,5,preferences,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,5.0,5,,same_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,2,religion,1,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,1,high,shared,5.875
5678ea0289319e00116519c3,32,Are you a spiritual person?,1,religion,your partner is a spiritual person?,4,religion,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,33,Are you affiliated with any organized religion?,1,religion,your partner is affiliated with any organized religion?,4,religion,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,1.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,34,Do you believe in God or a higher power?,2,religion,your partner believes in God or a higher power?,4,religion,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,0,high,shared,5.875
5678ea0289319e00116519c3,35,Do you believe in an afterlife?,2,religion,your partner believes in an afterlife?,4,religion,0,high,preferences,27,Do you attend live music concerts?,0,chat,anonymous-white,3.0,5,,different_domain,False,0,high,shared,5.875
5781c15381f331000139a89e,1,Do you exercise regularly?,5,arbitrary,your partner exercises regularly?,3,arbitrary,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,1.0,5,,same_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,2,Do you enjoy being outdoors?,5,arbitrary,your partner enjoys being outdoors?,5,arbitrary,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,5.0,5,,observed,True,1,high,shared,5.0
5781c15381f331000139a89e,3,Do you work from home?,2,arbitrary,your partner works from home?,3,arbitrary,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,1.0,5,,same_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,4,Do you go out on weekdays?,4,arbitrary,your partner goes out on weekdays?,3,arbitrary,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,4.0,5,,same_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,5,Do you eat breakfast?,5,arbitrary,your partner eats breakfast?,5,arbitrary,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,4.0,5,,same_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,6,Have you stayed in the same place for your entire life?,1,background,your partner has stayed in the same place for your entire life?,3,background,0,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,5.0,5,,different_domain,False,0,high,shared,5.0
5781c15381f331000139a89e,7,Did you or your family immigrate to a new country?,4,background,your partner or their family immigrated to a new country?,3,background,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,5.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,8,Do you enjoy spending time with your family?,5,background,your partner enjoys spending time with their family?,5,background,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,4.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,9,Do you live in a city?,4,background,your partner lives in a city?,4,background,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,5.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,10,Do you live in a warm climate?,5,background,your partner lives in a warm climate?,3,background,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,5.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,11,Are you a parent or caregiver?,2,identity,your partner is a parent or caregiver?,4,identity,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,1.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,4,identity,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,5.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,13,Do you identify as heterosexual?,5,identity,your partner identifies as heterosexual?,4,identity,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,4.0,5,,different_domain,False,1,high,shared,5.0
5781c15381f331000139a89e,14,Do you feel like an outsider in your local community?,5,identity,your partner feels like an outsider in their local community?,4,identity,1,high,arbitrary,2,Do you enjoy being outdoors?,0,chat,lesser-maroon,4.0,5,,different_domain,False,1,high,shared,5.0
